Assembly k_xy, Max mises 1, Assembly k_theta, Max mises 2, Mass
7.90658e+08,-0.1,1.37304e+11,836499520.0,-6657213.83664
9.18879e+08,-0.1,1.66623e+11,850521536.0,-6657213.83664
1.37846e+09,-0.1,3.47913e+11,807703296.0,-6767721.47209
8.3506e+08,-0.1,2.09146e+11,1039225088.0,-6527443.54033
6.23031e+08,-0.1,8.15126e+10,622898560.0,-6555718.23621
8.16252e+08,-0.1,1.67471e+11,904754496.0,-6521022.65337
9.16612e+08,-0.1,1.88063e+11,1112994176.0,-6637951.17578
8.3166e+08,-0.1,2.04589e+11,906214208.0,-6492747.95749
3.19428e+08,-0.1,7.51177e+10,400375840.0,-6432368.82685
7.92087e+08,-0.1,1.82614e+11,884616768.0,-6568560.01011
7.63909e+08,-0.1,1.82595e+11,885518912.0,-6514601.76642
7.35716e+08,-0.1,1.85074e+11,909316288.0,-6432368.82685
8.13826e+08,-0.1,1.93584e+11,973533760.0,-6521022.65338
1.0689e+09,-0.1,2.59338e+11,1104062720.0,-6657213.83664
9.31189e+08,-0.1,1.72758e+11,992242944.0,-6540285.31423
7.61318e+08,-0.1,9.11356e+10,706100544.0,-6603255.59295
8.52813e+08,-0.1,1.61517e+11,800983360.0,-6527443.54033
9.67573e+08,-0.1,1.92746e+11,1029037504.0,-6657213.83664
6.30237e+08,-0.1,1.2772e+11,730323200.0,-6451631.48771
1.22046e+09,-0.1,3.32421e+11,819116864.0,-6720184.11535
9.09138e+08,-0.1,2.40049e+11,1161772416.0,-6581401.78401
8.61811e+08,-0.1,1.87602e+11,797878080.0,-6603255.59295
8.04341e+08,-0.1,1.86925e+11,809563776.0,-6555718.23621
8.42146e+08,-0.1,1.66356e+11,848144128.0,-6521022.65337
8.8321e+08,-0.1,2.34908e+11,1001896896.0,-6527443.54033
1.00324e+09,-0.1,2.02782e+11,856726912.0,-6631530.28883
7.55822e+08,-0.1,1.70353e+11,885056832.0,-6425947.9399
6.10491e+08,-0.1,1.16713e+11,871942272.0,-6486327.07054
9.36361e+08,-0.1,1.78494e+11,780590144.0,-6622518.2538
7.78862e+08,-0.1,1.82886e+11,899068736.0,-6492747.95749
1.10345e+09,-0.1,2.64099e+11,1053955840.0,-6609676.4799
6.61892e+08,-0.1,1.67921e+11,844186368.0,-6404094.13097
8.02623e+08,-0.1,2.10312e+11,994444160.0,-6521022.65338
9.32921e+08,-0.1,2.5073e+11,1131058176.0,-6650792.94968
8.78488e+08,-0.1,1.64491e+11,836886080.0,-6555718.23621
9.86478e+08,-0.1,2.27597e+11,918391296.0,-6568560.01011
8.93828e+08,-0.1,2.04472e+11,1025965696.0,-6603255.59295
7.09828e+08,-0.1,1.84829e+11,818897792.0,-6479906.18359
1.03929e+09,-0.1,2.63445e+11,1165272576.0,-6644372.06273
1.17788e+09,-0.1,2.59554e+11,1277355008.0,-6726605.00231
1.21999e+09,-0.1,2.732e+11,1262905984.0,-6739446.77621
5.35205e+08,-0.1,1.21843e+11,672612928.0,-6568560.01011
1.01619e+09,-0.1,2.05529e+11,1050830336.0,-6581401.78401
9.11811e+08,-0.1,1.72664e+11,905823936.0,-6628939.14075
4.32214e+08,-0.1,9.71582e+10,667246272.0,-6467064.40969
9.10439e+08,-0.1,1.93239e+11,812107136.0,-6637951.17578
1.01625e+09,-0.1,1.96354e+11,850565632.0,-6581401.78401
1.022e+09,-0.1,3.02107e+11,1246373632.0,-6609676.4799
9.85913e+08,-0.1,2.77549e+11,1302869760.0,-6637951.17578
6.74118e+08,-0.1,1.53049e+11,731700032.0,-6533864.42728
5.82333e+08,-0.1,1.24128e+11,805331840.0,-6637951.17578
6.38306e+08,-0.1,1.02336e+11,696428672.0,-6536455.57536
7.81735e+08,-0.1,1.66749e+11,868734080.0,-6486327.07054
5.9579e+08,-0.1,1.07287e+11,652657344.0,-6445210.60075
8.09568e+08,-0.1,1.34963e+11,833871488.0,-6568560.01011
7.77732e+08,-0.1,1.25174e+11,900517632.0,-6533864.42728
7.25113e+08,-0.1,1.78728e+11,989584576.0,-6527443.54033
7.85274e+08,-0.1,1.57871e+11,765407616.0,-6527443.54033
4.79459e+08,-0.1,6.04159e+10,469994496.0,-6549297.34926
7.32461e+08,-0.1,1.58327e+11,759776704.0,-6555718.23621
7.87585e+08,-0.1,2.14762e+11,1080409728.0,-6521022.65338
5.01176e+08,-0.1,1.08309e+11,646630720.0,-6514601.76642
7.62854e+08,-0.1,1.97196e+11,917734080.0,-6454222.63579
9.73916e+08,-0.1,2.2513e+11,1029803520.0,-6616097.36685
6.76598e+08,-0.1,1.59867e+11,845105088.0,-6423356.79182
9.61275e+08,-0.1,2.07605e+11,897034624.0,-6499168.84444
6.87686e+08,-0.1,1.64076e+11,752364672.0,-6486327.07054
5.23853e+08,-0.1,7.54892e+10,478520480.0,-6549297.34926
4.80292e+08,-0.1,1.18931e+11,666688960.0,-6521022.65338
7.32272e+08,-0.1,1.83371e+11,1007356864.0,-6486327.07054
1.1379e+09,-0.1,2.6018e+11,1045110080.0,-6720184.11535
7.84764e+08,-0.1,1.60178e+11,827129536.0,-6467064.40969
1.26152e+09,-0.1,2.9949e+11,1183460992.0,-6780563.24599
9.73661e+08,-0.1,1.98571e+11,1019710272.0,-6704751.19337
5.07563e+08,-0.1,1.03772e+11,597675776.0,-6438789.7138
7.49606e+08,-0.1,1.89597e+11,963099264.0,-6495339.10557
8.27381e+08,-0.1,2.09046e+11,1005812096.0,-6499168.84444
8.04091e+08,-0.1,1.67575e+11,943864000.0,-6527443.54033
8.2395e+08,-0.1,1.8744e+11,985378240.0,-6473485.29664
9.36521e+08,-0.1,1.9885e+11,1045510272.0,-6650792.94968
7.70459e+08,-0.1,1.26326e+11,952770048.0,-6609676.4799
7.9619e+08,-0.1,2.07193e+11,983692416.0,-6499168.84444
7.83696e+08,-0.1,1.42673e+11,1022462080.0,-6609676.4799
8.44154e+08,-0.1,1.72181e+11,754237504.0,-6473485.29664
9.10258e+08,-0.1,1.93635e+11,815292352.0,-6546706.20118
1.10706e+09,-0.1,2.80819e+11,1273998848.0,-6704751.19337
9.28304e+08,-0.1,2.14591e+11,1045661824.0,-6514601.76642
7.78321e+08,-0.1,1.61788e+11,937539776.0,-6533864.42728
1.00772e+09,-0.1,2.46017e+11,1029166272.0,-6609676.4799
8.69264e+08,-0.1,2.0946e+11,887520640.0,-6486327.07054
9.82754e+08,-0.1,2.33097e+11,1245611264.0,-6637951.17578
8.29686e+08,-0.1,2.07288e+11,926612096.0,-6521022.65338
7.21497e+08,-0.1,1.57418e+11,877422528.0,-6486327.07054
8.999e+08,-0.1,2.04678e+11,1034151424.0,-6479906.18359
7.42279e+08,-0.1,1.70865e+11,878059776.0,-6473485.29664
8.49844e+08,-0.1,1.70054e+11,898099008.0,-6616097.36685
9.89838e+08,-0.1,2.71436e+11,1217661312.0,-6631530.28883
6.84628e+08,-0.1,1.25286e+11,865978048.0,-6574980.89706
7.85516e+08,-0.1,2.01526e+11,1195053184.0,-6549297.34926
8.69804e+08,-0.1,1.85384e+11,897532096.0,-6603255.59295
5.23292e+08,-0.1,1.12869e+11,671633728.0,-6616097.36685
1.04937e+09,-0.1,2.16204e+11,990640576.0,-6679067.64557
1.06603e+09,-0.1,2.23741e+11,989173632.0,-6616097.36685
2.13125e+08,-0.1,2.94489e+10,300565216.0,-6583992.93209
8.63576e+08,-0.1,2.1759e+11,1069769984.0,-6574980.89706
7.58859e+08,-0.1,1.51033e+11,827981632.0,-6574980.89706
1.39013e+09,-0.1,3.65917e+11,806498752.0,-6786984.13294
8.20291e+08,-0.1,1.55388e+11,761319744.0,-6568560.01011
9.09275e+08,-0.1,1.65482e+11,867058304.0,-6568560.01011
7.67892e+08,-0.1,2.13355e+11,970626304.0,-6445210.60075
5.56268e+08,-0.1,1.14285e+11,686147776.0,-6514601.76642
7.24529e+08,-0.1,2.01006e+11,949035776.0,-6574980.89706
7.78521e+08,-0.1,2.16004e+11,1042339264.0,-6438789.7138
7.40424e+08,-0.1,2.13275e+11,993389184.0,-6464473.26161
1.17194e+09,-0.1,2.69328e+11,1279853184.0,-6720184.11535
7.60745e+08,-0.1,2.04047e+11,877153920.0,-6438789.7138
5.57233e+08,-0.1,8.02008e+10,524443072.0,-6514601.76642
6.85794e+08,-0.1,1.93496e+11,898077632.0,-6467064.40969
7.08596e+08,-0.1,1.40508e+11,771226048.0,-6445210.60075
7.61667e+08,-0.1,1.52078e+11,828148544.0,-6691909.41947
8.88016e+08,-0.1,2.19952e+11,1057238720.0,-6622518.2538
9.37698e+08,-0.1,2.13146e+11,971451456.0,-6581401.78401
6.95183e+08,-0.1,1.6538e+11,816182208.0,-6486327.07054
9.95456e+08,-0.1,2.09239e+11,960504640.0,-6698330.30642
9.76254e+08,-0.1,1.91567e+11,952060288.0,-6670055.61054
7.06369e+08,-0.1,1.54642e+11,892771456.0,-6508180.87947
1.37565e+09,-0.1,3.51365e+11,774864576.0,-6739446.77621
4.75292e+08,-0.1,1.11268e+11,674731968.0,-6549297.34926
5.42841e+08,-0.1,1.07114e+11,657106944.0,-6521022.65338
8.61933e+08,-0.1,2.23798e+11,929882752.0,-6508180.87947
8.85401e+08,-0.1,1.98346e+11,861033600.0,-6533864.42728
9.16109e+08,-0.1,2.51214e+11,1031816256.0,-6559547.97508
1.03501e+09,-0.1,2.76452e+11,1231174912.0,-6637951.17578
7.60591e+08,-0.1,1.52729e+11,862803840.0,-6492747.95749
8.14151e+08,-0.1,2.10703e+11,964721984.0,-6527443.54033
8.37804e+08,-0.1,2.19376e+11,943781120.0,-6568560.01011
8.12286e+08,-0.1,1.41033e+11,670543040.0,-6562139.12316
8.69893e+08,-0.1,1.78574e+11,964621056.0,-6549297.34926
1.02838e+09,-0.1,1.95638e+11,895585920.0,-6622518.2538
1.06625e+09,-0.1,2.55878e+11,1208176512.0,-6672646.75862
6.48858e+08,-0.1,1.59022e+11,809077312.0,-6425947.9399
8.65479e+08,-0.1,1.91505e+11,890343552.0,-6555718.23621
5.40888e+08,-0.1,1.11732e+11,668637504.0,-6492747.95749
2.15296e+08,-0.1,5.51119e+10,460031968.0,-6514601.76642
1.11558e+09,-0.1,2.45265e+11,901810816.0,-6663634.72359
6.97201e+08,-0.1,1.94033e+11,920854144.0,-6350135.88728
7.38974e+08,-0.1,1.29731e+11,721728832.0,-6492747.95749
6.88017e+08,-0.1,1.78953e+11,930541952.0,-6479906.18359
7.38799e+08,-0.1,1.79281e+11,833192640.0,-6479906.18359
8.5604e+08,-0.1,1.83967e+11,776698624.0,-6568560.01011
1.11963e+09,-0.1,3.35997e+11,704722688.0,-6685488.53252
6.99592e+08,-0.1,1.73533e+11,893998464.0,-6486327.07054
6.40434e+08,-0.1,1.16074e+11,707461632.0,-6473485.29664
6.3228e+08,-0.1,1.04908e+11,637580736.0,-6521022.65338
1.06273e+09,-0.1,2.7715e+11,1271494400.0,-6644372.06273
7.78899e+08,-0.1,1.53057e+11,921188736.0,-6574980.89706
7.03906e+08,-0.1,2.00566e+11,949715392.0,-6356556.77423
1.03459e+09,-0.1,2.64594e+11,1194801408.0,-6691909.41947
1.11283e+09,-0.1,2.77449e+11,1277206272.0,-6663634.72359
1.01792e+09,-0.1,2.07843e+11,1024293888.0,-6609676.4799
1.10196e+09,-0.1,2.46914e+11,1023460224.0,-6685488.53252
8.60128e+08,-0.1,1.40215e+11,750780480.0,-6574980.89706
1.04314e+09,-0.1,2.22009e+11,1132188800.0,-6568560.01011
9.85467e+08,-0.1,1.78146e+11,831546560.0,-6663634.72359
1.21716e+09,-0.1,2.78216e+11,1039825024.0,-6767721.47209
1.0164e+09,-0.1,2.02083e+11,1034334848.0,-6616097.36685
9.55897e+08,-0.1,2.14317e+11,969429504.0,-6568560.01011
9.80882e+08,-0.1,1.98587e+11,1017553792.0,-6603255.59295
8.9285e+08,-0.1,1.95569e+11,1041470400.0,-6590413.81904
1.11617e+09,-0.1,2.50881e+11,1350682112.0,-6711172.08032
9.86111e+08,-0.1,1.6557e+11,954284288.0,-6650792.94968
6.36182e+08,-0.1,1.15597e+11,1024114432.0,-6596834.706
9.72132e+08,-0.1,2.47937e+11,1192021376.0,-6666225.87167
5.18894e+08,-0.1,7.1453e+10,474084544.0,-6527443.54033
6.76013e+08,-0.1,1.50562e+11,761837888.0,-6458052.37466
9.44178e+08,-0.1,2.09586e+11,872768768.0,-6596834.706
8.50407e+08,-0.1,1.97825e+11,987756160.0,-6562139.12316
1.10471e+09,-0.1,2.35271e+11,1019556992.0,-6568560.01011
7.29604e+08,-0.1,1.24771e+11,746254720.0,-6521022.65337
5.27738e+08,-0.1,1.07652e+11,683989056.0,-6514601.76642
1.1794e+09,-0.1,2.72214e+11,1283610880.0,-6679067.64557
8.45442e+08,-0.1,2.0837e+11,986102080.0,-6486327.07054
3.81201e+08,-0.1,6.54663e+10,502203744.0,-6432368.82685
6.58742e+08,-0.1,1.37072e+11,686368896.0,-6432368.82685
4.70808e+08,-0.1,5.69829e+10,483997952.0,-6514601.76642
9.93549e+08,-0.1,2.66478e+11,1233960320.0,-6540285.31423
1.12166e+09,-0.1,2.45792e+11,1070633152.0,-6628939.14075
6.39668e+08,-0.1,1.1901e+11,667907648.0,-6508180.87947
9.8837e+08,-0.1,2.50309e+11,1159920896.0,-6616097.36685
7.95802e+08,-0.1,1.37275e+11,743688448.0,-6568560.01011
9.83029e+08,-0.1,2.11893e+11,1254292736.0,-6691909.41947
9.59699e+08,-0.1,2.3348e+11,1186957568.0,-6562139.12316
6.32462e+08,-0.1,1.32388e+11,746668480.0,-6596834.706
6.72577e+08,-0.1,1.39452e+11,659097920.0,-6416935.90487
7.08475e+08,-0.1,1.66364e+11,802648192.0,-6486327.07054
8.39934e+08,-0.1,1.46748e+11,1049299584.0,-6568560.01011
8.5968e+08,-0.1,1.25885e+11,935241152.0,-6637951.17578
6.46854e+08,-0.1,1.04887e+11,749107840.0,-6521022.65337
7.72822e+08,-0.1,1.6185e+11,875126848.0,-6460643.52274
4.98974e+08,-0.1,7.98466e+10,671003072.0,-6637951.17578
9.95655e+08,-0.1,2.43438e+11,1296839424.0,-6644372.06273
6.28952e+08,-0.1,1.12892e+11,852695232.0,-6521022.65338
8.77061e+08,-0.1,2.01149e+11,925547968.0,-6546706.20118
6.84968e+08,-0.1,1.36454e+11,818539456.0,-6650792.94968
9.1495e+08,-0.1,2.52734e+11,1102204928.0,-6540285.31423
7.65795e+08,-0.1,1.85734e+11,953885440.0,-6486327.07054
7.26682e+08,-0.1,1.19795e+11,752317248.0,-6603255.59295
7.39907e+08,-0.1,1.69372e+11,805543744.0,-6568560.01011
1.04821e+09,-0.1,2.13346e+11,1162983808.0,-6628939.14075
5.67482e+08,-0.1,1.12969e+11,804704704.0,-6384831.47012
1.03418e+09,-0.1,2.49013e+11,921665792.0,-6637951.17578
9.38756e+08,-0.1,2.36701e+11,1059723776.0,-6562139.12316
8.76565e+08,-0.1,1.99067e+11,1079569920.0,-6555718.23621
5.40573e+08,-0.1,1.09592e+11,694280704.0,-6473485.29664
7.25916e+08,-0.1,1.48773e+11,756524096.0,-6445210.60075
9.91833e+08,-0.1,2.49903e+11,1181349504.0,-6609676.4799
5.55438e+08,-0.1,7.40902e+10,524638816.0,-6460643.52274
1.06281e+09,-0.1,2.53256e+11,1034472832.0,-6726605.00231
9.04369e+08,-0.1,1.93277e+11,1100312448.0,-6549297.34926
1.14682e+09,-0.1,2.9845e+11,1305867776.0,-6616097.36685
9.6433e+08,-0.1,1.82593e+11,861608960.0,-6574980.89706
9.22647e+08,-0.1,1.81277e+11,851128256.0,-6616097.36685
9.01918e+08,-0.1,2.34776e+11,1091137664.0,-6555718.23621
9.25575e+08,-0.1,2.1027e+11,1067614400.0,-6609676.4799
2.60359e+08,-0.1,5.30023e+10,309693824.0,-6542876.46231
8.6958e+08,-0.1,1.84714e+11,1030939136.0,-6521022.65338
1.2856e+09,-0.1,3.49207e+11,809540352.0,-6733025.88926
8.55847e+08,-0.1,1.71744e+11,865804736.0,-6499168.84444
8.31651e+08,-0.1,2.04863e+11,951244480.0,-6533864.42728
1.06923e+09,-0.1,2.61648e+11,1133321600.0,-6663634.72359
8.35328e+08,-0.1,1.56458e+11,967770880.0,-6609676.4799
1.04514e+09,-0.1,2.56689e+11,1253448320.0,-6616097.36685
9.59547e+08,-0.1,2.9957e+11,1156331904.0,-6508180.87947
1.04118e+09,-0.1,1.98154e+11,1065816128.0,-6707342.34145
4.71559e+08,-0.1,6.93921e+10,635680448.0,-6603255.59295
1.07211e+09,-0.1,2.27931e+11,885203200.0,-6644372.06273
6.94025e+08,-0.1,1.11745e+11,605698048.0,-6562139.12316
6.09934e+08,-0.1,1.58787e+11,760659648.0,-6362977.66118
1.23453e+09,-0.1,3.28442e+11,1216074112.0,-6663634.72359
6.31578e+08,-0.1,1.42972e+11,694823744.0,-6445210.60075
8.04719e+08,-0.1,1.26152e+11,964890816.0,-6574980.89706
8.44549e+08,-0.1,1.44418e+11,650772800.0,-6574980.89706
8.56988e+08,-0.1,2.00597e+11,923054656.0,-6521022.65338
1.12554e+09,-0.1,2.93269e+11,1089758208.0,-6666225.87167
1.16881e+09,-0.1,2.96301e+11,1274150272.0,-6622518.2538
1.06636e+09,-0.1,2.35448e+11,1122457600.0,-6650792.94968
7.38814e+08,-0.1,1.38684e+11,924583168.0,-6527443.54033
9.2524e+08,-0.1,1.54664e+11,756575808.0,-6704751.19337
6.0972e+08,-0.1,1.10836e+11,668132928.0,-6458052.37466
1.00087e+09,-0.1,2.18504e+11,1009356608.0,-6635360.0277
1.10283e+09,-0.1,2.74492e+11,1191393920.0,-6596834.706
7.27363e+08,-0.1,1.57956e+11,831132480.0,-6445210.60075
7.50837e+08,-0.1,1.92854e+11,977022464.0,-6521022.65337
9.74673e+08,-0.1,2.31964e+11,1104586880.0,-6637951.17578
9.43723e+08,-0.1,1.80118e+11,729842880.0,-6622518.2538
1.00311e+09,-0.1,2.1217e+11,1097854080.0,-6637951.17578
1.07095e+09,-0.1,2.18719e+11,985733696.0,-6581401.78401
1.19188e+09,-0.1,2.6688e+11,1213589632.0,-6663634.72359
1.01179e+09,-0.1,2.39262e+11,1083035520.0,-6568560.01011
1.12095e+09,-0.1,2.28497e+11,1027795776.0,-6635360.0277
9.45062e+08,-0.1,1.6894e+11,895795456.0,-6540285.31423
6.48187e+08,-0.1,1.06602e+11,959327360.0,-6473485.29664
9.2447e+08,-0.1,1.79971e+11,976007936.0,-6590413.81904
1.03522e+09,-0.1,2.33436e+11,1191173248.0,-6644372.06273
6.71312e+08,-0.1,1.13388e+11,721134528.0,-6562139.12316
5.36672e+08,-0.1,1.38466e+11,818478976.0,-6495339.10557
7.46099e+08,-0.1,1.57309e+11,872748288.0,-6501759.99252
1.77566e+08,-0.1,3.46462e+10,330231584.0,-6514601.76642
7.19097e+08,-0.1,1.42382e+11,723377408.0,-6432368.82685
8.58215e+08,-0.1,1.80428e+11,867139648.0,-6512010.61834
4.26177e+08,-0.1,8.5854e+10,559387072.0,-6562139.12316
6.68422e+08,-0.1,1.85932e+11,889050560.0,-6460643.52274
6.74786e+08,-0.1,1.27925e+11,613003072.0,-6486327.07054
8.76592e+08,-0.1,1.55897e+11,837608384.0,-6505589.73139
6.0687e+08,-0.1,1.45922e+11,886557760.0,-6562139.12316
6.66987e+08,-0.1,1.32164e+11,938947584.0,-6479906.18359
6.15952e+08,-0.1,1.52827e+11,742871872.0,-6356556.77423
8.22248e+08,-0.1,2.03779e+11,1021410304.0,-6514601.76642
8.50439e+08,-0.1,2.09652e+11,967949952.0,-6574980.89706
1.13345e+09,-0.1,2.56579e+11,1228990464.0,-6685488.53252
3.43121e+08,-0.1,5.95436e+10,464356512.0,-6508180.87947
8.26231e+08,-0.1,1.70979e+11,1000552384.0,-6574980.89706
9.82945e+08,-0.1,1.98768e+11,991031872.0,-6521022.65338
9.86801e+08,-0.1,2.3921e+11,1148069376.0,-6631530.28883
8.36759e+08,-0.1,1.57594e+11,774696128.0,-6609676.4799
7.79375e+08,-0.1,1.75398e+11,869477504.0,-6458052.37466
8.79335e+08,-0.1,1.47684e+11,746079872.0,-6553127.08813
1.05327e+09,-0.1,2.27406e+11,1065254144.0,-6657213.83664
8.32994e+08,-0.1,1.71516e+11,947947008.0,-6492747.95749
5.38196e+08,-0.1,1.10971e+11,660835840.0,-6479906.18359
1.17133e+09,-0.1,3.03531e+11,1282304768.0,-6657213.83664
1.07193e+09,-0.1,2.26262e+11,1012739648.0,-6616097.36685
7.04933e+08,-0.1,1.1013e+11,615593472.0,-6527443.54033
1.06429e+09,-0.1,2.20649e+11,1061752320.0,-6635360.0277
8.65186e+08,-0.1,2.22924e+11,1063522496.0,-6555718.23621
9.59677e+08,-0.1,1.79191e+11,906099584.0,-6657213.83663
8.05316e+08,-0.1,2.42856e+11,1184926080.0,-6438789.7138
9.48282e+08,-0.1,1.75791e+11,871747264.0,-6616097.36685
1.20721e+09,-0.1,2.85302e+11,1195277184.0,-6726605.0023
1.2645e+09,-0.1,3.07821e+11,1119226240.0,-6650792.94968
9.9748e+08,-0.1,2.21173e+11,1012083968.0,-6540285.31423
1.04498e+09,-0.1,2.56871e+11,1057334528.0,-6666225.87167
9.61495e+08,-0.1,1.74483e+11,864485760.0,-6616097.36685
5.62427e+08,-0.1,1.01187e+11,875497984.0,-6596834.706
7.82467e+08,-0.1,1.8438e+11,947393024.0,-6577572.04514
1.14613e+09,-0.1,3.36893e+11,1288517376.0,-6698330.30642
9.93835e+08,-0.1,2.31458e+11,1014707392.0,-6685488.53252
8.39838e+08,-0.1,1.91809e+11,1028291648.0,-6521022.65337
7.76987e+08,-0.1,2.01862e+11,974296128.0,-6410515.01792
8.28115e+08,-0.1,1.67937e+11,866208896.0,-6533864.42728
8.38933e+08,-0.1,1.74934e+11,976409408.0,-6527443.54033
1.05334e+09,-0.1,2.3283e+11,946937088.0,-6650792.94968
5.78536e+08,-0.1,9.6358e+10,644783552.0,-6438789.7138
8.87125e+08,-0.1,1.76161e+11,1006173504.0,-6625109.40188
9.19833e+08,-0.1,1.82448e+11,917346304.0,-6616097.36685
8.72418e+08,-0.1,1.80698e+11,1104633344.0,-6536455.57536
4.96812e+08,-0.1,9.55444e+10,517063904.0,-6562139.12316
4.43036e+08,-0.1,1.08695e+11,690938432.0,-6397673.24402
8.75321e+08,-0.1,2.25596e+11,1066550912.0,-6568560.01011
5.14801e+08,-0.1,9.36505e+10,670561856.0,-6486327.07054
8.51939e+08,-0.1,1.97186e+11,822490048.0,-6527443.54033
6.79987e+08,-0.1,1.71427e+11,833389056.0,-6432368.82685
1.00682e+09,-0.1,1.8637e+11,941688896.0,-6616097.36685
1.00354e+09,-0.1,2.38743e+11,1146817792.0,-6562139.12316
1.00635e+09,-0.1,2.12555e+11,1038776512.0,-6644372.06273
9.12009e+08,-0.1,1.77152e+11,843235392.0,-6583992.93209
8.41654e+08,-0.1,1.77627e+11,903023360.0,-6486327.07054
1.19222e+09,-0.1,2.87782e+11,1197497344.0,-6659804.98471
8.91358e+08,-0.1,1.78683e+11,990830912.0,-6616097.36685
8.32002e+08,-0.1,1.75096e+11,1009440960.0,-6508180.87947
8.03252e+08,-0.1,2.05832e+11,993240256.0,-6501759.99252
6.58952e+08,-0.1,1.08063e+11,656123648.0,-6514601.76642
7.89015e+08,-0.1,1.82827e+11,909443776.0,-6492747.95749
1.03096e+09,-0.1,2.70867e+11,1251326848.0,-6650792.94968
1.11991e+09,-0.1,3.39602e+11,778334528.0,-6720184.11535
1.04767e+09,-0.1,2.33144e+11,1035466432.0,-6609676.4799
1.08011e+09,-0.1,2.26797e+11,893246336.0,-6596834.706
7.42743e+08,-0.1,1.1872e+11,820903936.0,-6514601.76642
1.00756e+09,-0.1,2.39936e+11,1165607168.0,-6637951.17578
9.49665e+08,-0.1,1.75922e+11,997555072.0,-6616097.36685
8.3677e+08,-0.1,1.94119e+11,885887552.0,-6533864.42728
9.63956e+08,-0.1,2.83608e+11,1199677696.0,-6574980.89706
1.04497e+09,-0.1,2.42799e+11,911732416.0,-6603255.59295
1.2128e+09,-0.1,2.73644e+11,1260054016.0,-6691909.41947
7.32588e+08,-0.1,1.97442e+11,916172096.0,-6432368.82685
7.54379e+08,-0.1,2.07394e+11,996874496.0,-6514601.76642
8.00403e+08,-0.1,1.37676e+11,750965888.0,-6540285.31423
8.40095e+08,-0.1,2.27091e+11,1025545472.0,-6533864.42728
6.27052e+08,-0.1,8.01486e+10,544071616.0,-6508180.87947
5.38046e+08,-0.1,1.02118e+11,888956544.0,-6521022.65338
1.60342e+08,-0.1,3.99655e+10,362978912.0,-6467064.40969
7.94635e+08,-0.1,2.25864e+11,1020785664.0,-6416935.90487
8.79355e+08,-0.1,1.55369e+11,806273728.0,-6568560.01011
6.38758e+08,-0.1,1.46353e+11,950845056.0,-6527443.54033
6.4381e+08,-0.1,1.25992e+11,865942656.0,-6527443.54033
8.27069e+08,-0.1,2.03106e+11,1057786368.0,-6473485.29664
6.00389e+08,-0.1,6.74977e+10,505763552.0,-6533864.42728
4.85781e+08,-0.1,9.90472e+10,735608896.0,-6527443.54033
8.8892e+08,-0.1,1.94988e+11,984293632.0,-6562139.12316
7.37357e+08,-0.1,1.69714e+11,879042048.0,-6473485.29664
5.80001e+08,-0.1,1.1951e+11,705164928.0,-6521022.65337
1.09444e+09,-0.1,2.27423e+11,973780800.0,-6691909.41947
9.6009e+08,-0.1,2.19251e+11,1017431424.0,-6562139.12316
1.37882e+09,-0.1,3.57906e+11,778067712.0,-6739446.77621
1.04314e+09,-0.1,2.22009e+11,1132188800.0,-6568560.01011
9.71245e+08,-0.1,2.18722e+11,986699904.0,-6533864.42728
5.46092e+08,-0.1,7.62748e+10,544214144.0,-6521022.65338
6.63736e+08,-0.1,1.98607e+11,972770752.0,-6410515.01792
8.86283e+08,-0.1,2.22469e+11,960053888.0,-6609676.4799
6.50861e+08,-0.1,1.04502e+11,623943296.0,-6527443.54033
6.40434e+08,-0.1,1.16074e+11,707461632.0,-6473485.29664
6.38897e+08,-0.1,9.69189e+10,566555904.0,-6473485.29664
8.2395e+08,-0.1,1.8744e+11,985378240.0,-6473485.29664
9.38593e+08,-0.1,1.70905e+11,842275456.0,-6603255.59295
8.1185e+08,-0.1,2.21072e+11,936893824.0,-6467064.40969
1.31915e+09,-0.1,3.75873e+11,856968896.0,-6698330.30642
1.11558e+09,-0.1,2.45265e+11,901810816.0,-6663634.72359
1.11963e+09,-0.1,3.35997e+11,704722688.0,-6685488.53252
6.58069e+08,-0.1,1.37369e+11,681023680.0,-6391252.35707
6.78602e+08,-0.1,1.57275e+11,808916480.0,-6343715.00033
6.10491e+08,-0.1,1.16713e+11,871942272.0,-6486327.07054
6.83221e+08,-0.1,1.69286e+11,800513856.0,-6479906.18359
5.88563e+08,-0.1,1.26039e+11,677297024.0,-6492747.95749
8.09568e+08,-0.1,1.34963e+11,833871488.0,-6568560.01011
3.72247e+08,-0.1,6.12651e+10,464522848.0,-6432368.82685
8.93627e+08,-0.1,1.47183e+11,655580736.0,-6616097.36685
5.01176e+08,-0.1,1.08309e+11,646630720.0,-6514601.76642
1.06603e+09,-0.1,2.23741e+11,989173632.0,-6616097.36685
5.40888e+08,-0.1,1.11732e+11,668637504.0,-6492747.95749
1.02707e+09,-0.1,1.88281e+11,810870400.0,-6676476.49749
9.18879e+08,-0.1,1.66623e+11,850521536.0,-6657213.83664
1.04356e+09,-0.1,2.1645e+11,917983360.0,-6603255.59295
2.34142e+08,-0.1,5.3978e+10,342452992.0,-6467064.40969
7.17143e+08,-0.1,1.71311e+11,805071424.0,-6438789.7138
4.79459e+08,-0.1,6.04159e+10,469994496.0,-6549297.34926
